employee_id,experience_group,years_of_experience,role,ats_format_score,ats_content_score,ats_keyword_score,ats_overall_score,current_salary,market_rate,location,company_size,technology_stack_count,performance_rating,project_success_rate,skill_proficiency_avg,certification_count,education_level,institution_ranking,domain_experience,leadership_score,communication_score,project_complexity_avg,learning_velocity,cultural_fit_score,retention_risk_score,negotiation_history_avg,is_internal_referral,time_to_promotion,training_hours_completed,mentorship_participation,cross_functional_experience,required_hike_percentage,timestamp
EMP_0535,junior,1,Data Scientist,77.4,78.6,71.1,75.7,8.0,9.7,Hyderabad,Enterprise,3,3.9,83.1,7.2,8,PhD,89,Enterprise Software,5.8,7.1,5.5,9.9,8.3,1.2,12.0,False,22,131,False,1,20.0,2024-12-30T14:58:35.795933Z
EMP_0010,freshers,0,UI/UX Designer,80.0,82.5,78.0,80.2,8.6,9.9,Mumbai,Startup,3,3.9,84.1,6.3,0,Master,93,AI/ML,5.6,8.3,5.9,8.8,7.3,1.5,0,False,26,134,True,0,15.0,2024-12-02T14:58:35.788042Z
EMP_0273,junior,1,Tech Lead,82.7,76.8,74.8,78.1,9.0,10.8,Bangalore,Mid-size,2,3.4,76.6,8.6,8,PhD,81,Cloud Infrastructure,9.1,9.7,6.5,8.3,7.9,1.7,13.3,True,24,182,True,1,20.0,2025-01-12T14:58:35.792040Z
EMP_0473,junior,1,Full-stack Developer,88.0,100,86.1,91.3,9.3,11.1,Hyderabad,Startup,3,5.0,99.9,8.8,3,PhD,70,IoT,5.1,7.7,6.0,8.6,9.6,1.0,16.0,False,19,225,False,1,20.0,2024-09-17T14:58:35.794965Z
EMP_0265,junior,1,Backend Developer,100,91.2,98.5,96.6,13.5,16.3,Delhi,Enterprise,3,4.9,97.9,8.6,4,PhD,86,HealthTech,8.9,7.0,5.8,8.5,9.3,1.0,20.8,True,21,213,False,0,20.0,2025-08-30T14:58:35.792040Z
EMP_0223,freshers,0,Mobile Developer,62.6,73.6,67.9,68.0,7.0,8.0,Gurgaon,Mid-size,2,3.3,74.4,6.7,0,Bachelor,73,E-commerce,5.5,9.1,5.0,6.4,7.2,1.9,0,False,24,84,False,0,15.0,2025-04-28T14:58:35.791540Z
EMP_0976,senior,11,Mobile Developer,79.3,74.4,85.9,79.8,23.3,30.2,Chennai,Startup,8,3.9,83.1,7.1,6,PhD,86,Social Media,9.7,7.5,10.0,7.9,7.7,1.0,28.7,False,6,975,True,1,30.0,2024-10-14T14:58:35.802064Z
EMP_0050,freshers,0,Backend Developer,74.2,66.0,78.7,72.9,7.0,8.1,Mumbai,Mid-size,2,3.3,74.6,7.7,3,PhD,77,Social Media,5.4,9.2,5.0,6.7,6.8,1.4,0,True,27,60,False,0,15.0,2024-10-12T14:58:35.789041Z
EMP_0242,freshers,0,QA Engineer,79.5,88.7,81.1,83.1,7.4,8.6,Pune,Enterprise,2,3.6,79.5,7.5,0,PhD,88,FinTech,9.4,9.4,5.9,9.2,8.1,1.4,0,False,22,145,True,0,15.0,2024-12-03T14:58:35.791540Z
EMP_0416,junior,1,Full-stack Developer,71.9,82.3,81.0,78.4,10.8,13.0,Mumbai,Startup,3,3.4,76.6,8.9,3,Master,68,E-commerce,5.0,8.3,5.7,7.1,7.8,1.5,29.9,True,23,176,False,0,20.0,2024-11-09T14:58:35.794043Z
EMP_0105,freshers,0,Mobile Developer,87.8,88.5,80.7,85.7,6.7,7.7,Chennai,Mid-size,2,3.9,84.1,9.7,0,Master,93,AI/ML,6.2,6.3,5.2,8.9,7.2,1.1,0,True,27,143,True,0,15.0,2025-02-22T14:58:35.789540Z
EMP_0079,freshers,0,Mobile Developer,76.5,83.2,86.4,82.0,6.5,7.4,Noida,Startup,2,4.0,85.4,6.6,7,Bachelor,87,Cloud Infrastructure,9.7,8.7,5.0,8.2,7.5,1.2,0,False,23,99,False,0,15.0,2025-02-19T14:58:35.789540Z
EMP_0829,mid_level,4,QA Engineer,82.3,82.9,90.6,85.3,14.5,18.1,Hyderabad,Enterprise,6,4.2,88.6,6.6,0,Master,70,Cloud Infrastructure,7.0,8.9,8.4,8.9,9.9,1.0,29.9,False,14,421,False,4,25.0,2025-06-28T14:58:35.799786Z
EMP_0064,freshers,0,Product Manager,86.1,92.7,95.6,91.5,7.3,8.4,Chennai,Mid-size,3,4.8,96.3,7.2,4,Master,70,FinTech,7.8,7.1,5.0,9.9,9.1,1.0,0,True,22,73,False,0,15.0,2024-12-26T14:58:35.789041Z
EMP_0300,junior,1,UI/UX Designer,72.9,75.5,71.1,73.2,8.2,9.9,Bangalore,Enterprise,2,3.4,75.7,7.1,3,Master,93,IoT,7.8,7.2,5.2,9.9,8.2,1.5,13.8,False,21,167,True,1,20.0,2025-02-12T14:58:35.792540Z
EMP_0558,mid_level,2,Product Manager,68.5,79.7,74.0,74.1,18.5,23.2,Mumbai,Startup,3,3.9,83.1,6.6,0,Master,78,IoT,7.5,6.9,7.5,9.9,7.7,1.5,20.6,False,18,214,True,1,25.0,2025-01-09T14:58:35.795933Z
EMP_0861,mid_level,4,Tech Lead,82.8,75.1,78.2,78.7,19.7,24.7,Mumbai,Enterprise,5,3.5,77.0,7.7,8,PhD,64,Gaming,7.6,8.7,9.1,8.5,7.6,1.9,22.8,True,14,426,False,1,25.0,2025-02-17T14:58:35.800550Z
EMP_0475,junior,1,Full-stack Developer,77.4,79.3,81.4,79.4,9.9,11.9,Mumbai,Startup,2,3.8,81.8,7.2,7,Master,73,E-commerce,5.1,9.6,5.8,7.6,8.7,1.3,24.4,True,18,133,False,1,20.0,2025-06-09T14:58:35.794965Z
EMP_0996,senior,11,UI/UX Designer,82.6,80.5,91.2,84.8,22.4,29.2,Chennai,Mid-size,8,3.7,81.1,7.2,2,Master,70,E-commerce,8.3,7.5,10.0,6.1,9.5,1.1,14.9,True,6,932,False,6,30.0,2025-06-16T14:58:35.802566Z
EMP_0709,mid_level,2,Product Manager,76.6,60,85.7,74.1,15.5,19.4,Bangalore,Mid-size,4,3.4,75.4,6.6,6,Bachelor,71,Cloud Infrastructure,8.2,8.9,7.4,9.6,7.3,2.0,20.9,True,17,295,True,1,25.0,2025-07-22T14:58:35.798286Z
EMP_0110,freshers,0,Frontend Developer,80.1,82.2,80.4,80.9,7.2,8.3,Noida,Startup,3,4.1,86.9,9.2,5,Master,84,AI/ML,8.5,8.1,5.0,6.5,8.1,1.0,0,True,23,63,True,0,15.0,2025-02-09T14:58:35.790040Z
EMP_0162,freshers,0,Tech Lead,85.9,94.5,96.5,92.3,7.3,8.4,Chennai,Enterprise,2,4.8,97.0,7.2,7,Bachelor,88,EdTech,7.2,9.1,5.6,6.8,9.2,1.0,0,True,26,69,True,0,15.0,2025-04-02T14:58:35.790540Z
EMP_0949,senior,7,Frontend Developer,86.0,94.0,88.9,89.7,20.7,27.0,Gurgaon,Startup,8,4.5,92.5,8.1,5,Bachelor,60,Gaming,8.7,9.4,10.0,6.9,9.0,1.0,28.8,False,6,648,False,6,30.0,2024-11-26T14:58:35.802064Z
EMP_0327,junior,1,Product Manager,93.2,88.6,92.2,91.3,8.3,10.0,Hyderabad,Startup,2,4.7,95.6,8.1,4,Master,87,Social Media,5.1,6.5,5.6,9.4,9.0,1.0,29.1,False,18,176,False,1,20.0,2025-04-28T14:58:35.792540Z
EMP_0533,junior,1,QA Engineer,90.0,87.1,95.0,90.7,9.0,10.8,Pune,Mid-size,4,4.6,94.6,7.8,6,PhD,86,Cloud Infrastructure,9.3,6.2,5.4,6.5,8.3,1.0,28.8,True,23,147,True,1,20.0,2025-06-07T14:58:35.795933Z
EMP_0427,junior,1,Backend Developer,71.7,70.4,68.4,70.2,8.5,10.2,Pune,Mid-size,4,3.1,70.8,5.3,5,Master,66,Social Media,6.0,9.0,5.0,9.2,7.2,2.3,7.4,True,19,228,True,1,20.0,2025-08-09T14:58:35.794043Z
EMP_0296,junior,1,Mobile Developer,81.7,71.4,76.4,76.5,9.3,11.2,Chennai,Mid-size,2,3.6,79.2,9.7,5,Master,93,Gaming,5.8,8.3,5.3,8.1,9.2,1.5,7.8,False,20,138,True,0,20.0,2025-08-01T14:58:35.792540Z
EMP_0687,mid_level,3,UI/UX Designer,80.1,94.1,87.9,87.3,15.2,19.0,Bangalore,Startup,5,4.1,86.1,8.4,8,Master,76,IoT,9.5,9.2,6.8,7.9,8.6,1.2,28.2,False,17,380,False,2,25.0,2024-09-16T14:58:35.797780Z
EMP_0910,senior,5,Backend Developer,83.6,79.6,78.4,80.5,22.8,29.7,Pune,Startup,7,4.0,84.3,9.5,4,PhD,79,Enterprise Software,7.0,9.0,10.0,7.5,9.9,1.1,11.7,False,11,459,False,2,30.0,2025-08-21T14:58:35.801055Z
EMP_0394,junior,1,Backend Developer,60,72.3,67.9,66.7,9.7,11.7,Chennai,Mid-size,3,3.3,74.0,7.0,7,Bachelor,62,Cloud Infrastructure,9.1,9.5,6.0,7.1,6.8,1.8,19.7,True,24,156,False,1,20.0,2025-06-02T14:58:35.793540Z
EMP_0627,mid_level,3,Data Scientist,79.5,83.4,84.9,82.6,20.3,25.4,Pune,Mid-size,4,3.8,82.7,7.7,4,PhD,64,Enterprise Software,8.8,6.5,7.5,9.6,8.9,1.4,13.1,True,17,351,False,3,25.0,2024-11-17T14:58:35.797215Z
EMP_0869,mid_level,2,Frontend Developer,71.4,68.8,75.6,71.9,16.1,20.1,Noida,Mid-size,5,3.2,72.3,6.3,7,Bachelor,65,Social Media,7.2,9.8,7.1,8.8,9.4,2.0,21.0,False,15,218,False,2,25.0,2025-08-07T14:58:35.800550Z
EMP_0633,mid_level,4,Tech Lead,64.1,79.5,87.0,76.9,16.1,20.2,Pune,Startup,6,3.4,75.6,6.7,4,Master,92,IoT,8.8,9.3,7.9,7.8,7.8,1.7,11.8,True,12,425,False,3,25.0,2025-06-03T14:58:35.797215Z
EMP_0760,mid_level,4,Backend Developer,84.7,79.2,82.2,82.0,13.2,16.5,Hyderabad,Enterprise,7,4.0,85.7,5.3,2,Master,90,Enterprise Software,7.3,9.8,9.2,6.5,7.0,1.0,27.9,True,11,461,True,4,25.0,2025-04-03T14:58:35.799289Z
EMP_0281,junior,1,Data Scientist,85.5,94.6,92.3,90.8,13.4,16.1,Mumbai,Enterprise,2,4.5,93.0,9.7,2,Master,70,AI/ML,8.9,9.1,6.5,8.6,9.9,1.0,18.1,True,18,177,False,1,20.0,2025-06-12T14:58:35.792040Z
EMP_0852,mid_level,2,DevOps Engineer,74.3,84.2,82.1,80.2,17.0,21.2,Noida,Enterprise,3,4.0,84.8,7.1,7,Master,67,HealthTech,8.8,9.2,6.4,7.6,6.7,1.0,23.0,False,18,304,True,2,25.0,2025-08-22T14:58:35.800550Z
EMP_0913,senior,10,Backend Developer,100,95.9,93.3,96.4,26.7,34.7,Hyderabad,Startup,8,4.9,99.0,9.0,5,PhD,93,Cloud Infrastructure,6.5,9.2,10.0,8.6,8.4,1.0,25.1,True,6,889,True,5,30.0,2024-12-18T14:58:35.801560Z
EMP_0713,mid_level,2,Product Manager,96.5,81.6,82.0,86.7,20.7,25.9,Pune,Mid-size,4,4.3,89.6,8.4,5,PhD,64,AI/ML,5.0,6.1,5.8,6.4,8.9,1.0,24.3,True,20,305,True,2,25.0,2025-03-17T14:58:35.798286Z
EMP_0239,freshers,0,Full-stack Developer,93.6,94.4,78.8,88.9,8.0,9.2,Gurgaon,Startup,2,4.8,96.8,8.6,3,PhD,70,Gaming,5.1,8.2,5.4,9.6,7.5,1.0,0,False,25,110,True,0,15.0,2025-05-30T14:58:35.791540Z
EMP_0975,senior,7,Backend Developer,85.1,71.8,85.4,80.8,20.3,26.4,Hyderabad,Startup,8,3.8,81.6,8.3,8,PhD,87,E-commerce,9.0,6.9,10.0,7.1,7.3,1.0,6.1,True,6,647,True,1,30.0,2024-09-07T14:58:35.802064Z
EMP_0407,junior,1,QA Engineer,78.5,76.5,69.7,74.9,11.7,14.0,Delhi,Mid-size,4,3.7,80.7,7.9,6,Bachelor,78,Social Media,9.8,8.8,5.6,8.4,8.0,1.4,7.3,False,19,164,True,1,20.0,2025-07-25T14:58:35.794043Z
EMP_0832,mid_level,3,DevOps Engineer,90.5,88.7,96.5,91.9,21.6,27.1,Mumbai,Enterprise,5,4.7,95.7,8.4,3,Bachelor,95,E-commerce,5.6,7.6,7.6,7.7,8.8,1.0,14.0,True,15,352,False,0,25.0,2025-03-10T14:58:35.799786Z
EMP_0222,freshers,0,UI/UX Designer,97.4,93.7,98.1,96.4,7.7,8.9,Mumbai,Enterprise,3,4.9,98.3,7.8,1,Master,87,AI/ML,5.7,6.4,5.0,9.6,8.1,1.0,0,False,23,121,False,0,15.0,2024-09-10T14:58:35.791540Z
EMP_0664,mid_level,3,UI/UX Designer,67.9,78.8,81.0,75.9,15.0,18.8,Hyderabad,Startup,6,3.4,75.9,8.1,6,Bachelor,60,IoT,7.3,9.9,7.9,9.9,9.4,1.3,6.9,False,17,334,False,2,25.0,2024-11-23T14:58:35.797780Z
EMP_0909,senior,9,QA Engineer,86.7,80.7,75.0,80.8,21.1,27.5,Mumbai,Enterprise,8,4.1,86.7,6.8,5,PhD,77,Cloud Infrastructure,7.2,7.0,10.0,7.3,8.7,1.0,5.4,False,6,788,True,9,30.0,2025-07-26T14:58:35.801055Z
EMP_0098,freshers,0,Frontend Developer,85.7,85.7,88.3,86.6,8.1,9.3,Noida,Enterprise,2,4.0,85.5,8.3,5,Master,79,Enterprise Software,9.3,8.2,5.0,6.8,9.9,1.4,0,True,26,109,True,0,15.0,2024-10-04T14:58:35.789540Z
EMP_0414,junior,1,Tech Lead,92.9,90.7,91.0,91.6,10.4,12.5,Hyderabad,Startup,3,4.7,94.9,8.0,5,Master,67,AI/ML,6.7,9.6,6.4,6.8,8.1,1.0,17.1,True,20,142,False,0,20.0,2024-10-20T14:58:35.794043Z
EMP_0101,freshers,0,UI/UX Designer,79.0,80.4,78.8,79.4,7.7,8.9,Delhi,Enterprise,2,4.0,85.4,5.1,4,PhD,93,EdTech,5.2,7.2,5.5,7.3,7.9,1.2,0,False,26,131,False,0,15.0,2025-01-06T14:58:35.789540Z
EMP_0422,junior,1,Data Scientist,97.8,94.9,88.9,93.8,13.4,16.0,Gurgaon,Startup,4,4.8,96.8,9.4,4,Bachelor,74,FinTech,5.3,9.1,5.9,7.4,8.2,1.0,15.8,False,22,149,True,1,20.0,2024-11-23T14:58:35.794043Z
EMP_0725,mid_level,4,Data Scientist,81.3,84.0,94.0,86.4,14.5,18.1,Hyderabad,Startup,5,4.5,92.0,6.0,0,Bachelor,81,Enterprise Software,6.4,8.4,8.5,8.1,6.8,1.0,11.3,True,14,414,False,3,25.0,2025-04-21T14:58:35.798784Z
EMP_0156,freshers,0,Frontend Developer,86.8,78.7,85.2,83.6,7.8,9.0,Delhi,Enterprise,2,4.1,86.8,6.5,7,Master,75,E-commerce,9.0,8.5,5.2,9.3,9.2,1.0,0,True,27,87,False,0,15.0,2025-02-24T14:58:35.790540Z
EMP_0334,junior,1,UI/UX Designer,78.8,73.0,82.0,77.9,11.5,13.8,Delhi,Startup,3,3.9,83.2,7.6,7,Master,88,IoT,6.5,6.8,5.9,7.5,8.4,1.6,18.9,True,24,149,True,0,20.0,2024-10-15T14:58:35.793040Z
EMP_0699,mid_level,3,QA Engineer,94.2,82.3,90.4,88.9,17.3,21.6,Mumbai,Startup,5,4.4,91.2,6.0,7,Master,83,FinTech,7.6,8.6,7.9,6.5,8.4,1.0,27.4,False,17,356,False,0,25.0,2025-01-17T14:58:35.798286Z
EMP_0552,mid_level,2,UI/UX Designer,80.6,73.2,79.3,77.7,14.8,18.4,Delhi,Enterprise,5,3.4,76.4,5.4,0,PhD,90,E-commerce,5.5,6.3,6.9,7.8,8.1,1.3,24.7,False,19,215,False,2,25.0,2025-05-21T14:58:35.795933Z
EMP_0748,mid_level,3,Tech Lead,72.6,77.9,68.3,72.9,11.3,14.2,Delhi,Enterprise,6,3.1,72.2,5.4,3,Master,68,FinTech,6.6,9.8,7.2,8.5,8.2,1.7,18.0,False,12,386,True,2,25.0,2025-01-21T14:58:35.798784Z
EMP_0503,junior,1,Product Manager,71.0,70.0,78.3,73.1,8.5,10.2,Mumbai,Enterprise,2,3.3,74.0,9.5,3,Bachelor,81,IoT,5.8,8.3,5.4,6.3,7.4,2.0,24.8,False,19,130,False,1,20.0,2025-04-05T14:58:35.794965Z
EMP_0002,freshers,0,Full-stack Developer,94.9,91.8,91.5,92.7,7.8,8.9,Chennai,Enterprise,2,5.0,99.8,9.3,1,PhD,62,Gaming,9.2,8.5,5.6,6.2,8.4,1.0,0,True,26,83,True,0,15.0,2025-02-10T14:58:35.788042Z
EMP_0734,mid_level,4,UI/UX Designer,94.5,86.4,83.1,88.0,21.2,26.5,Bangalore,Startup,7,4.6,93.3,9.5,5,PhD,91,AI/ML,6.3,8.0,9.0,7.4,6.5,1.0,29.7,True,13,460,False,1,25.0,2024-12-07T14:58:35.798784Z
EMP_0338,junior,1,UI/UX Designer,78.0,81.9,72.3,77.4,7.7,9.3,Chennai,Enterprise,2,4.0,84.8,5.7,3,PhD,62,Social Media,8.5,8.7,6.3,6.0,7.5,1.0,29.7,True,18,200,False,1,20.0,2024-10-14T14:58:35.793040Z
EMP_0692,mid_level,4,QA Engineer,70.2,65.2,78.9,71.4,13.8,17.3,Gurgaon,Mid-size,6,3.0,70.0,9.4,8,Master,68,Gaming,6.9,8.5,8.8,9.9,10.0,2.4,15.6,False,10,386,True,3,25.0,2024-11-27T14:58:35.798286Z
EMP_0290,junior,1,Tech Lead,74.8,74.4,79.9,76.4,7.3,8.8,Hyderabad,Mid-size,3,3.5,76.8,6.0,2,Master,79,Gaming,5.6,8.4,5.8,6.1,8.9,1.1,27.8,False,24,150,False,1,20.0,2025-05-04T14:58:35.792040Z
EMP_0662,mid_level,2,QA Engineer,98.6,94.1,88.2,93.6,23.9,29.9,Mumbai,Enterprise,4,4.7,95.5,8.2,3,Master,93,IoT,7.0,7.6,7.3,8.5,7.0,1.0,15.1,False,17,212,False,1,25.0,2025-05-21T14:58:35.797780Z
EMP_0036,freshers,0,QA Engineer,82.2,84.9,82.0,83.0,6.4,7.4,Chennai,Startup,2,4.2,88.2,5.0,0,Master,69,AI/ML,8.2,6.2,5.6,7.2,8.9,1.0,0,False,26,102,True,0,15.0,2025-02-28T14:58:35.788540Z
EMP_0959,senior,7,QA Engineer,94.9,91.5,100,95.5,22.4,29.1,Mumbai,Mid-size,8,4.9,98.4,6.0,3,Bachelor,69,Gaming,9.0,7.1,10.0,7.4,7.5,1.0,28.2,False,6,612,True,7,30.0,2025-01-04T14:58:35.802064Z
EMP_0280,junior,1,Full-stack Developer,88.9,82.8,85.6,85.8,7.9,9.5,Hyderabad,Enterprise,4,4.2,88.7,7.4,8,Bachelor,61,Social Media,8.9,9.5,5.2,7.3,9.5,1.0,21.6,True,18,190,True,1,20.0,2025-01-27T14:58:35.792040Z
EMP_0329,junior,1,Frontend Developer,93.2,94.0,84.2,90.4,13.3,16.0,Mumbai,Enterprise,3,5.0,99.3,8.9,2,Master,76,Social Media,6.1,7.6,6.1,8.4,9.3,1.0,26.6,True,22,178,True,1,20.0,2025-02-15T14:58:35.793040Z
EMP_0342,junior,1,Tech Lead,70.0,72.9,73.3,72.1,8.3,9.9,Noida,Enterprise,4,3.6,78.6,7.6,2,PhD,74,EdTech,5.6,9.2,5.4,10.0,8.5,1.2,14.8,True,24,151,False,1,20.0,2025-05-06T14:58:35.793040Z
EMP_0095,freshers,0,Tech Lead,80.0,75.5,74.3,76.6,6.5,7.5,Pune,Enterprise,2,3.5,78.1,9.1,1,PhD,84,Enterprise Software,7.7,8.5,5.3,7.4,9.9,1.2,0,False,27,98,True,0,15.0,2024-11-08T14:58:35.789540Z
EMP_0519,junior,1,Mobile Developer,76.8,71.1,80.0,76.0,8.9,10.7,Bangalore,Mid-size,2,3.5,78.1,8.6,1,Master,62,IoT,9.6,7.2,5.0,7.9,6.6,1.6,8.9,False,20,175,True,0,20.0,2025-06-10T14:58:35.794965Z
EMP_0719,mid_level,4,Tech Lead,88.3,90.5,82.4,87.1,19.5,24.4,Chennai,Startup,5,4.5,93.0,5.9,1,Bachelor,84,E-commerce,9.6,9.3,7.9,7.8,9.0,1.0,12.1,False,10,460,False,4,25.0,2025-05-08T14:58:35.798286Z
EMP_0695,mid_level,3,Full-stack Developer,82.8,89.2,86.4,86.2,18.3,22.9,Bangalore,Enterprise,6,4.9,98.0,8.6,1,PhD,64,E-commerce,5.2,7.2,6.7,8.2,7.5,1.0,7.4,True,17,314,True,2,25.0,2025-04-19T14:58:35.798286Z
EMP_0205,freshers,0,Frontend Developer,91.1,98.7,86.8,92.2,7.6,8.7,Gurgaon,Mid-size,2,4.8,96.3,7.9,5,PhD,81,HealthTech,8.1,8.2,5.9,7.9,6.6,1.0,0,True,27,104,True,0,15.0,2024-09-19T14:58:35.791040Z
EMP_0393,junior,1,UI/UX Designer,80.3,83.8,75.9,80.0,8.1,9.7,Chennai,Mid-size,3,4.0,85.1,8.6,6,Bachelor,72,Gaming,7.0,8.8,6.4,6.8,8.6,1.1,9.3,False,24,197,False,1,20.0,2025-07-26T14:58:35.793540Z
EMP_0747,mid_level,4,UI/UX Designer,87.1,83.6,90.3,87.0,15.3,19.1,Pune,Startup,5,4.6,93.4,9.8,8,PhD,92,HealthTech,7.3,8.3,8.9,7.5,9.1,1.0,8.8,True,12,399,True,4,25.0,2025-07-14T14:58:35.798784Z
EMP_0536,junior,1,QA Engineer,80.0,81.5,81.3,80.9,9.0,10.8,Pune,Startup,3,4.0,84.7,6.8,4,Master,82,Social Media,5.8,9.0,5.5,9.0,8.1,1.0,15.4,True,18,210,True,1,20.0,2025-06-25T14:58:35.795933Z
EMP_0685,mid_level,4,Product Manager,74.2,73.3,73.8,73.8,17.4,21.8,Pune,Enterprise,5,3.3,74.4,9.3,4,Master,76,HealthTech,6.9,8.1,7.6,9.1,9.6,1.9,6.6,False,11,388,False,0,25.0,2025-06-04T14:58:35.797780Z
EMP_0291,junior,1,QA Engineer,80.7,85.6,76.1,80.8,8.3,10.0,Gurgaon,Mid-size,2,3.8,81.8,8.9,3,Master,64,Cloud Infrastructure,6.0,7.8,6.6,7.6,7.2,1.0,19.9,False,21,188,True,1,20.0,2024-12-15T14:58:35.792040Z
EMP_0220,freshers,0,Product Manager,85.7,86.8,85.7,86.1,8.1,9.3,Gurgaon,Mid-size,2,4.5,92.5,5.9,3,PhD,76,Social Media,9.1,8.6,5.0,7.5,8.6,1.0,0,True,22,139,True,0,15.0,2025-01-13T14:58:35.791540Z
EMP_0726,mid_level,2,Backend Developer,83.3,84.1,80.0,82.5,15.6,19.5,Delhi,Enterprise,4,3.9,84.0,6.8,1,Master,72,E-commerce,6.9,9.0,6.9,7.5,9.8,1.0,6.9,False,17,256,False,1,25.0,2025-03-05T14:58:35.798784Z
EMP_0966,senior,8,Frontend Developer,70.5,63.9,67.9,67.4,21.8,28.3,Delhi,Enterprise,8,3.0,70.6,7.2,7,PhD,83,E-commerce,9.0,7.5,10.0,9.3,6.5,1.8,28.2,False,6,789,True,4,30.0,2025-03-09T14:58:35.802064Z
EMP_0672,mid_level,4,UI/UX Designer,90.7,91.2,84.4,88.7,21.0,26.2,Gurgaon,Startup,5,4.8,96.7,9.7,1,Master,80,EdTech,9.3,6.5,7.7,7.9,8.2,1.0,17.6,True,15,467,False,1,25.0,2025-03-01T14:58:35.797780Z
EMP_0199,freshers,0,Product Manager,71.1,67.9,72.1,70.3,8.6,9.8,Delhi,Startup,3,3.2,72.8,9.5,3,Bachelor,95,E-commerce,9.7,8.8,5.0,7.8,9.4,2.1,0,False,21,96,False,0,15.0,2025-02-19T14:58:35.791040Z
EMP_0104,freshers,0,Mobile Developer,76.5,72.6,71.0,73.4,7.5,8.6,Delhi,Enterprise,2,3.2,73.6,8.7,5,Master,89,FinTech,9.2,6.6,5.0,6.8,9.5,1.4,0,False,23,108,True,0,15.0,2025-09-01T14:58:35.789540Z
EMP_0020,freshers,0,Tech Lead,93.8,90.0,86.7,90.2,6.6,7.6,Chennai,Mid-size,3,4.7,95.7,6.8,5,Master,77,EdTech,5.7,7.2,5.7,6.3,7.4,1.0,0,True,27,120,False,0,15.0,2025-05-26T14:58:35.788540Z
EMP_0153,freshers,0,Product Manager,90.3,90.1,87.1,89.2,8.0,9.2,Pune,Mid-size,3,4.2,87.9,6.6,5,PhD,92,EdTech,8.7,7.0,5.0,7.6,6.8,1.0,0,False,24,105,True,0,15.0,2024-09-10T14:58:35.790540Z
EMP_0640,mid_level,3,Data Scientist,85.3,96.9,91.9,91.4,21.0,26.3,Pune,Mid-size,4,4.9,98.6,6.2,6,Bachelor,61,FinTech,5.2,7.8,6.8,9.5,7.8,1.0,17.1,True,18,334,True,0,25.0,2024-11-29T14:58:35.797215Z
EMP_0058,freshers,0,UI/UX Designer,96.5,86.3,85.7,89.5,6.5,7.4,Gurgaon,Startup,3,4.6,94.4,6.9,0,Master,94,AI/ML,7.8,6.6,5.4,8.6,6.5,1.0,0,False,22,60,True,0,15.0,2024-10-07T14:58:35.789041Z
EMP_0745,mid_level,4,Mobile Developer,83.8,80.3,77.2,80.4,21.2,26.5,Delhi,Mid-size,6,3.6,79.7,9.1,8,Master,91,Enterprise Software,5.2,8.8,7.2,9.4,9.1,1.7,11.3,True,15,426,True,3,25.0,2024-12-02T14:58:35.798784Z
EMP_0650,mid_level,4,Data Scientist,93.1,88.2,83.8,88.4,15.5,19.4,Delhi,Enterprise,7,4.6,93.3,7.6,5,Master,89,Enterprise Software,5.9,8.0,7.9,8.1,7.6,1.0,15.4,True,9,427,False,4,25.0,2024-12-20T14:58:35.797215Z
EMP_0431,junior,1,Product Manager,94.0,88.1,85.3,89.2,10.4,12.5,Gurgaon,Enterprise,3,4.6,93.8,5.6,0,Master,87,FinTech,8.9,7.1,5.4,6.3,9.4,1.0,18.3,True,22,166,False,0,20.0,2024-10-10T14:58:35.794043Z
EMP_0779,mid_level,2,Full-stack Developer,75.6,67.5,72.6,71.9,17.8,22.2,Bangalore,Mid-size,4,3.2,72.5,6.3,2,PhD,79,AI/ML,7.3,7.9,5.8,8.0,8.0,2.3,21.1,False,17,264,True,2,25.0,2025-07-12T14:58:35.799289Z
EMP_0476,junior,1,Full-stack Developer,63.7,77.3,72.1,71.0,9.2,11.1,Gurgaon,Enterprise,2,3.0,70.1,8.1,6,PhD,74,Cloud Infrastructure,9.1,8.7,6.3,8.8,8.3,1.9,6.7,False,21,143,False,1,20.0,2025-01-18T14:58:35.794965Z
EMP_0502,junior,1,Product Manager,78.5,86.5,82.2,82.4,11.4,13.7,Mumbai,Mid-size,4,4.0,85.2,6.1,8,PhD,72,IoT,6.3,7.5,5.9,6.8,6.8,1.0,24.2,True,23,133,True,1,20.0,2025-07-24T14:58:35.794965Z
EMP_0933,senior,5,Full-stack Developer,92.2,84.7,86.7,87.9,23.7,30.7,Delhi,Startup,8,4.2,87.7,6.7,0,PhD,93,FinTech,6.5,8.3,8.8,9.8,8.7,1.0,22.3,True,12,471,False,4,30.0,2025-03-14T14:58:35.801560Z
EMP_0881,mid_level,3,UI/UX Designer,75.7,96.0,80.7,84.1,22.1,27.6,Gurgaon,Enterprise,4,4.2,88.2,9.7,2,Bachelor,72,HealthTech,6.9,6.4,8.3,9.3,8.3,1.0,19.9,False,17,352,True,3,25.0,2024-12-25T14:58:35.801055Z
EMP_0346,junior,1,Mobile Developer,72.2,75.0,75.2,74.1,7.4,8.9,Hyderabad,Startup,3,3.3,74.1,9.8,5,Master,61,Gaming,8.9,9.4,6.5,8.4,7.7,2.1,26.3,True,22,161,True,1,20.0,2024-09-27T14:58:35.793040Z
